index,Laplacian_Variance,Output
114,29379.603333331324,0
115,27512.979511182857,0
116,28939.034209685058,0
117,17907.07353359333,0
118,21047.743572304727,0
119,8083.1447680246365,0
120,15672.083928178257,0
121,10976.465550101715,0
122,12182.891209216803,0
123,27790.095383582284,0
124,1545.6192684092246,0
125,27601.759440315942,0
126,16018.225656554667,0
127,11768.040508756087,0
128,23604.24386235505,0
129,31913.45498872713,0
130,14804.645874320808,0
131,30264.58911827,0
132,22100.457795799623,0
133,18755.331576647855,0
134,20270.190066652875,0
135,29528.50434318847,0
136,27336.779740352405,0
137,34968.74591121121,0
138,34447.73637198488,0
139,30631.935386136352,0
140,21120.417453731327,0
141,8406.382646834216,0
142,30150.428822622176,0
143,5655.912185690712,0
144,28604.002015354592,0
145,13610.746235566101,0
146,19437.198850002154,0
147,26702.106355289678,0
148,11808.629081181789,0
149,16424.802129872893,0
150,27293.747991169068,0
151,9564.669134929249,0
152,1249.1364912002825,0
153,9179.5553850333,0
154,12109.446792207265,0
155,25842.233323687025,0
156,24804.90231864709,0
157,13321.926324497144,0
158,12547.80522503549,0
159,13088.562757806412,0
160,16476.775307628905,0
161,6172.1170276895655,0
162,34001.455893854145,0
163,13986.754867932774,0
164,14161.963838426971,0
165,28749.45592926014,0
166,26444.82396249242,0
167,27805.04276288239,0
168,20532.604743475644,0
169,27192.39950597537,0
170,23976.10714629407,0
171,34578.668908627034,0
172,25418.305261562902,0
173,22205.337678880776,0
174,3814.450512452261,0
175,16493.238763269786,0
176,11076.614690780178,0
177,34716.144301013905,0
178,28417.299704741108,0
179,29759.736261763082,0
180,20715.63692694451,0
181,25495.898673516967,0
182,2308.464143529805,0
183,25089.405254669164,0
184,27803.153832550244,0
185,30300.65474272547,0
186,35787.22409189713,0
187,21951.736729039272,0
188,6106.885482214573,0
189,15430.65345385934,0
190,5329.085348861914,0
191,21823.295422176256,0
192,28316.21958574787,0
193,7111.391945096737,0
194,31144.68035220522,0
195,25524.65929346489,0
196,5070.864185304525,0
197,3425.8912792362175,0
198,4177.081968673729,0
199,24104.841169552,0
200,33342.56488729342,0
201,11084.245683633431,0
202,26953.8179574922,0
203,31526.850003151754,0
204,17154.92122867439,0
205,34691.5780296062,0
206,8746.76082148799,0
207,35782.809821574185,0
208,29457.692443307384,0
209,19673.84470297551,0
210,21097.80826757943,0
211,11143.23205903243,0
212,26303.363259234113,0
213,34661.8047491346,0
214,26303.85031280499,0
215,19093.771605917995,0
216,10703.592459283629,0
217,10195.165503406704,0
218,17592.977886799632,0
219,22716.697190617975,0
220,7382.234235786679,0
221,23355.376394074985,0
222,6583.577003688203,0
223,27818.22598910719,0
224,29451.979774673197,0
225,32461.032916982596,0
226,13123.008784875432,0
227,2587.2166093810883,0
228,1365.4900340083086,0
229,6785.839944746831,0
230,18580.160961579393,0
231,16304.195569872709,0
232,18030.089853864534,0
233,24660.20025740253,0
234,22856.333697434184,0
235,13763.71905433923,0
236,25491.108679433015,0
237,26930.284431275413,0
238,3361.5180031254954,0
239,12993.753184082718,0
240,26122.602012109397,0
241,15149.849071460389,0
242,24914.22101154941,0
243,14917.985876171793,0
244,15680.694887326625,0
245,19298.549394360234,0
246,15940.51950122516,0
247,19080.603433066277,0
248,10029.281851351925,0
249,22486.49869133601,0
250,19848.169484856204,0
251,33345.44443738841,0
252,26624.90871126643,0
253,34506.33806633057,0
254,14633.436210051948,0
255,10267.341214760841,0
256,4953.476890090036,0
257,17019.524489914395,0
258,26161.336904886302,0
259,20020.87702566259,0
260,15355.9246009875,0
261,13397.81650274601,0
262,24164.058114081607,0
263,24390.834510798326,0
264,6439.06210901658,0
265,13621.618562377953,0
266,26384.234979625428,0
267,28630.644203910288,0
268,25864.148179341173,0
269,22580.591935792694,0
270,33637.7496668246,0
271,29489.487175256258,0
272,15641.831649454178,0
273,27507.761106387377,0
274,9135.617795009674,0
275,32145.8845584694,0
276,23741.359136622097,0
277,27238.934214355304,0
278,20893.93896144018,0
279,8958.285986024835,0
280,16699.43120353052,0
281,10055.319533245429,0
282,20430.69634683756,0
283,17529.25349974586,0
284,25862.311144412943,0
285,19527.74481703892,0
286,37927.59008062032,0
287,10581.616821994441,0
288,19416.771080672588,0
289,35584.10360695383,0
290,3517.538167931578,0
291,2186.4973128329616,0
292,1216.519823231381,0
293,9693.481447706037,0
294,5809.538192896903,0
295,12250.024658939386,0
296,8558.633447060933,0
297,5474.846959478605,0
298,27456.81603289574,0
299,21262.56364168949,0
300,10777.531980468351,0
301,1282.4781673723303,0
302,27506.67410585326,0
303,25044.412434266582,0
304,24764.633091373267,0
305,13544.820800501857,0
306,13862.31056285408,0
307,33452.870821800694,0
308,24864.129971995746,0
309,16035.405638925804,0
310,31938.88756500872,0
311,30009.398946860525,0
312,17790.662910083258,0
313,10556.621889824777,0
314,30342.20674041403,0
315,1060.2445320124036,0
316,7455.907321297592,0
317,22560.966241821785,0
318,28175.5644499427,0
319,18843.340139652573,0
320,30978.05996411605,0
321,25804.918407485864,0
322,14732.14871695003,0
323,4328.687716695694,0
324,25047.62553665892,0
325,25413.97679306791,0
326,7900.409322498617,0
327,11918.378541945007,0
328,13792.261490041463,0
329,25637.385801813565,0
330,29502.230558669606,0
331,18503.550354735085,0
332,24363.61667726284,0
333,11201.551980445689,0
334,7307.162716836184,0
335,4358.1481545712,0
336,9879.925398966054,0
337,17685.476773707436,0
338,34917.70479828919,0
339,11391.311074901107,0
340,29632.25312785935,0
341,11530.461288962391,0
342,14872.69126030238,0
343,22519.611025885435,0
344,7281.940870104008,0
345,2663.3341541651325,0
346,8024.40877461442,0
347,34545.52376754549,0
348,16198.004946414145,0
349,24251.373070071208,0
350,7853.519769948479,0
351,990.6848110590258,0
352,29937.121976957747,0
353,14957.791890053715,0
354,24893.74840865256,0
355,18107.510486341977,0
356,31616.701117219287,0
357,24861.706009943846,0
358,26114.68970623826,0
359,11839.741838721819,0
360,21949.240810814805,0
361,28949.01766213924,0
362,26800.88406190784,0
363,19121.072580803375,0
364,25967.146870302586,0
365,18620.046058186086,0
366,18458.12889821245,0
367,19733.04086134172,0
368,32729.07910448343,0
369,23913.774763762845,0
370,27991.676228078315,0
371,28685.339593474826,0
372,31946.712160063464,0
373,17721.910086325388,0
374,28354.65428166225,0
375,5586.046531601839,0
376,35134.512138224374,0
377,29532.55552302201,0
378,29085.13035647445,0
379,6938.556124882023,0
380,34111.11614971599,0
381,6550.341173339698,0
382,32726.4220973345,0
383,16429.138411823453,0
384,6381.168332353836,0
385,23056.750026014128,0
386,12138.10153922583,0
387,7783.477822095659,0
388,14517.648427281894,0
389,27242.394396807522,0
390,28559.036452887492,0
391,18609.619575621316,0
392,27015.191893869116,0
393,8831.12994144639,0
394,5957.771417693091,0
395,20740.462980231485,0
396,16106.581675710146,0
397,14373.23081348379,0
398,35595.37709079923,0
399,21299.48166881485,0
400,4706.365573473301,0
401,33392.37655653329,0
402,34086.58813056129,0
403,22276.192228107186,0
404,16651.13781107356,0
405,21657.855054189215,0
406,22569.982202397376,0
407,5967.247889254796,0
408,30910.45806130963,0
409,5455.537684519231,0
410,7901.819442032343,0
411,17748.790869080505,0
412,20811.82636842884,0
413,11922.848581262855,0
414,33954.103301154006,0
415,26274.620875803197,0
416,5136.325916803305,0
417,8900.766486438522,0
418,14368.522079323118,0
419,26804.60224451946,0
420,24197.26984939493,0
421,13597.688129701135,0
422,33393.992267038266,0
423,31846.95406827507,0
424,25554.978758751677,0
425,29903.496637146236,0
426,28365.44561603099,0
427,31872.343666255634,0
428,25645.573545594627,0
429,13559.070005229216,0
430,9158.397815406834,0
431,30117.701292199676,0
432,16403.78043249206,0
433,2426.4543740331683,0
434,6335.856522369979,0
435,31208.35600084297,0
436,23921.4768578089,0
437,23844.91946788342,0
438,2357.320715967483,0
439,35013.57067811678,0
440,27213.166219612096,0
441,24803.912586801413,0
442,27792.73951880674,0
443,20721.89141344843,0
444,23068.41162390564,0
445,20432.670264907014,0
446,14578.913235337348,0
447,14580.902511496794,0
448,22228.681711000147,0
449,28868.629836403048,0
450,12707.15220914228,0
451,20172.68959975672,0
452,26681.280321401497,0
453,17469.501653888077,0
454,6025.677229643098,0
455,14763.992293852409,0
456,4240.582042298531,0
457,11138.413007701834,0
458,18013.652116387708,0
459,23697.592752310393,0
460,18171.19885057851,0
461,33800.38551946378,0
462,28035.15972120644,0
463,6579.624379048862,0
464,3963.271944494246,0
465,31982.171241897457,0
466,4109.998998329919,0
467,5790.555976559152,0
468,33210.514745166,0
469,27242.85487878442,0
470,10529.649948739196,0
471,15223.401204962964,0
472,33224.34798670951,0
473,35885.78325127051,0
474,10855.820517361793,0
475,9037.947299786818,0
476,30849.050197637214,0
477,18307.003728367796,0
478,33212.7140749917,0
479,14621.843788905957,0
480,19683.482883423323,0
481,21826.574657123343,0
482,10683.516173843362,0
483,20606.482393625218,0
484,10358.116730726784,0
485,10537.259559296035,0
486,16954.16239352414,0
487,19870.473029889243,0
488,17342.870119933774,0
489,19848.625597700775,0
490,30847.710967841314,0
491,11126.243269067876,0
492,4888.56388570657,0
493,18393.33237641154,0
494,7414.686577851672,0
495,19903.703756947318,0
496,14344.86067575447,0
497,28566.396590540888,0
498,6209.698564426278,0
499,24584.883105682457,0
500,27671.126247550288,0
501,4682.782559834122,0
502,9910.713981320336,0
503,31196.460287612426,0
504,2842.832385186555,0
505,5028.233723375298,0
506,30738.854715858877,0
507,17837.91907266525,0
508,11982.480199983396,0
509,16990.89573459394,0
510,29450.96419358506,0
511,31900.330391489013,0
512,14497.53591321865,0
513,23584.573292165594,0
514,18163.259245454716,0
515,34601.23241214024,0
516,30704.084937204672,0
517,24381.71962255658,0
518,34653.88886189271,0
519,32011.089709202337,0
520,13075.021145123348,0
521,33051.56866161027,0
522,3596.730031354118,0
523,32409.58714455817,0
524,28102.788251743903,0
525,14274.214322698203,0
526,33444.64933197258,0
527,12843.738969645196,0
528,38507.003825046224,0
529,20811.791669481176,0
530,26105.064171003927,0
531,24530.00859362005,0
532,25963.319663359194,0
533,38120.55046400066,0
534,18601.67983229445,0
535,34502.31145644881,0
536,9250.925369703507,0
537,31913.27313887811,0
538,21957.43233745956,0
539,2223.279459782827,0
540,27065.278804284746,0
541,39088.13372615586,0
542,28250.880700412337,0
543,28751.81639551899,0
544,21831.99672449402,0
545,13413.720486658833,0
546,25831.718642108048,0
547,6509.711764480321,0
548,33747.73932416027,0
549,22024.995435878416,0
550,23186.982908202892,0
551,18966.669592154372,0
552,24714.17505013359,0
553,20135.137191011407,0
554,30109.694735031506,0
555,28090.18782080797,0
556,34471.202580295845,0
557,11798.08057116021,0
558,33728.14922000759,0
559,7818.412364022009,0
560,38605.418294748895,0
561,36923.853571581305,0
562,9662.957754778581,0
563,19105.440167932524,0
564,18423.112129503985,0
565,11170.846604706878,0
566,18220.483690099394,0
567,15528.031509403469,0
568,24721.003313214685,0
569,1393.857751700784,0
570,3287.174395585202,0
571,20348.700850050733,0
572,21538.209766835167,0
573,5140.845479758925,0
574,40264.78997063522,0
575,28244.324475430276,0
576,13828.700322692099,0
577,36599.29544279403,0
578,10274.470591855343,0
579,27532.19784835688,0
580,30915.71963584124,0
581,35211.33294399006,0
582,1242.8899443404418,0
583,33834.571621800584,0
584,25955.398430627865,0
585,2371.013863488502,0
586,13370.77886833996,0
587,36334.33759964287,0
588,26714.09672567787,0
589,30658.01604451107,0
590,31407.269803751253,0
591,30927.80920047115,0
592,25508.00754872707,0
593,22593.74103085628,0
594,25626.506863907685,0
595,36285.99800451648,0
596,29094.73896179585,0
597,24879.645783331936,0
598,30277.039888970576,0
599,36230.40512278848,0
600,14946.152454525562,0
601,4622.734220565717,0
602,32195.36654851807,0
603,27053.556684164952,0
604,18994.457822034656,0
605,6736.634420445642,0
606,31148.504041740456,0
607,21953.765707221286,0
608,27199.043133532276,0
609,36102.131413213676,0
610,23837.39624923719,0
611,30007.979283658413,0
612,14393.116972163747,0
613,21619.91918562282,0
614,39292.15590481622,0
615,21271.839793082334,0
616,35825.66128537084,0
617,38088.06668373061,0
618,38080.41823792332,0
619,26854.900154216903,0
620,32591.41893477874,0
621,12224.675816223002,0
622,26195.414137779168,0
623,12073.507105203753,0
624,6661.700340250562,0
625,38628.14490681985,0
626,16410.690706676945,0
627,11739.273707283883,0
628,37933.757668076614,0
629,10197.402130608727,0
630,26512.56148791967,0
631,4343.114201736725,0
632,38793.319508575725,0
633,39818.02548687791,0
634,10358.779026444034,0
635,12974.742986574804,0
636,10073.025593074224,0
637,31040.587402103854,0
638,37713.84776563618,0
639,31604.95459037625,0
640,34072.084496073825,0
641,29428.23647796931,0
642,18193.413741780423,0
643,18060.364571808695,0
644,2014.897315539781,0
645,27163.168740086105,0
646,24034.081246557293,0
647,23074.89381086947,0
648,29127.366973718734,0
649,2389.324658435903,0
650,18038.19511027866,0
651,5371.952068040962,0
652,28871.220006950927,0
653,27397.931874406306,0
654,22251.235525342072,0
655,30109.215374116666,0
656,39520.48408407348,0
657,3890.0127377133254,0
658,32340.36471329547,0
659,13613.040451501927,0
660,20342.008066586503,0
661,21158.306006268267,0
662,25395.192623060622,0
663,31197.094157609077,0
664,10599.247443112296,0
665,10420.373408508603,0
666,9066.569159136416,0
667,19889.964997741303,0
668,32278.401500949385,0
669,28960.812512384833,0
670,3209.771077293627,0
671,3634.855203662677,0
672,28925.719341227443,0
673,6749.767371516426,0
674,32861.83944213798,0
675,32313.510178880482,0
676,37403.15643951553,0
677,23621.55161054295,0
678,26661.752198747654,0
679,26133.351518090833,0
680,19237.640931066086,0
681,30585.55065590755,0
682,3085.732521510744,0
683,34614.29641901127,0
684,29146.99325104166,0
685,19734.728273197634,0
686,34115.13822875772,0
687,28922.003394096377,0
688,36995.71459814562,0
689,20089.05824944336,0
690,36437.82183695643,0
691,25359.439196081774,0
692,25796.905691459484,0
693,23475.995787475335,0
694,27690.95803828879,0
695,27276.928599289786,0
696,27035.2413864275,0
697,20513.43879643812,0
698,10823.964189516828,0
699,17413.509557792466,0
700,17078.43204323354,0
701,32213.226447240137,0
702,27307.8940400396,0
703,10622.802303303439,0
704,25962.160961715996,0
705,35641.049521038876,0
706,31987.224810534266,0
707,30023.081285236774,0
708,6738.766544584378,0
709,15975.666087524323,0
710,31456.553876457565,0
711,11481.91932959879,0
712,17228.94454425797,0
713,38668.64567590035,0
714,26503.796960110194,0
715,26371.384402419186,0
716,9323.712307516033,0
717,27711.05141090701,0
718,12993.812209634743,0
719,40053.52127861506,0
720,12479.794880655194,0
721,7051.533304102541,0
722,26362.760942462075,0
723,25437.188011720402,0
724,10563.901224857264,0
725,30910.235727738465,0
726,15800.290543599629,0
727,17240.372595744826,0
728,34968.688246684855,0
729,37880.04386886987,0
730,3880.4684659861064,0
731,37493.884395183966,0
732,42175.479080412,0
733,19674.257172244266,0
734,25904.788998760334,0
735,38656.845261026865,0
736,3395.823250956666,0
737,8877.089379013283,0
738,33418.159436083304,0
739,26107.199052478707,0
740,4855.248160003251,0
741,33370.719453384176,0
742,13516.246893698943,0
743,9094.487975454625,0
744,35414.60578596588,0
745,16695.67000923797,0
746,5661.38814192132,0
747,37622.348738091176,0
748,18000.885648053336,0
749,6776.99815974667,0
750,10994.457056533449,0
751,32052.33619963465,0
752,37970.379220802686,0
753,14061.692956900557,0
754,18493.371831219385,0
755,23752.683366104637,0
756,23332.18664918403,0
757,1747.1077592909012,0
758,30139.447629620532,0
759,25852.812573010586,0
760,1173.2736240900695,0
761,18696.055568738895,0
762,9044.099580119562,0
763,28149.41127609616,0
764,38910.32245961643,0
765,21488.057229732156,0
766,28584.284432657256,0
767,12461.78463861265,0
768,2833.849671322971,0
769,31671.64162372914,0
770,35607.19006439418,0
771,5995.916925808387,0
772,25651.624216941927,0
773,39265.881957365644,0
774,31205.277665272894,0
775,26374.353500139125,0
776,24952.300382169964,0
777,16686.605484457315,0
778,14371.722589571513,0
779,6996.623166514254,0
780,8206.206018272733,0
781,29703.07872909145,0
782,13778.919402977412,0
783,4195.834956379213,0
784,18901.17674427779,0
785,6006.110272171162,0
786,31999.95876553241,0
787,31411.83966272961,0
788,30652.150714290445,0
789,37396.23757763803,0
790,21183.392669202858,0
791,31344.48808614175,0
792,26536.639770867798,0
793,8880.008740149166,0
794,3009.806803895432,0
795,17513.1291357287,0
796,22572.479225588533,0
797,26584.47104873041,0
798,29065.65121757577,0
799,18797.17044905183,0
800,5732.825597181528,0
801,7899.248157357587,0
802,33870.243391937955,0
803,25775.637897221564,0
804,33262.44248179145,0
805,29712.032373358274,0
806,20975.798112655742,0
807,33440.6114534058,0
808,28206.90839203222,0
809,26053.474100830335,0
810,16659.490403009746,0
811,14788.281762871033,0
812,21363.383901488167,0
813,30295.391924337786,0
814,18447.164532076757,0
815,16224.23205330632,0
816,33086.516534890456,0
817,16075.274614219154,0
818,5635.725734745122,0
819,20804.073904128112,0
820,28873.46722627798,0
821,33513.08224096755,0
822,2846.7610454373344,0
823,5602.496700997138,0
824,30690.361905413934,0
825,9112.74007280068,0
826,19547.344364939967,0
827,23666.716407471657,0
828,24362.509927492927,0
829,3154.2491685234663,0
830,31359.0983956317,0
831,8652.686831971929,0
832,32587.615710960457,0
833,33441.01105477604,0
834,30535.110732721987,0
835,12316.82954886835,0
836,31706.465940496197,0
837,18011.716204590557,0
838,26114.819153646025,0
839,6587.900361964461,0
840,17729.817287530765,0
841,25873.739680115454,0
842,5105.94027077073,0
843,19901.325819890037,0
844,25184.612971239138,0
845,25632.8873031548,0
846,32596.4615415625,0
847,11330.429125586237,0
848,32394.846389140304,0
849,30335.898843142764,0
850,1098.9080407648457,0
851,33007.738525794564,0
852,13927.557116950598,0
853,21568.604027464826,0
854,16282.587178542575,0
855,2346.266359433927,0
856,19194.340415772203,0
857,33370.778588451765,0
858,23636.038956369786,0
859,33220.20215959621,0
860,34143.25128599485,0
861,19735.93248608793,0
862,24850.752147282055,0
863,12880.08088783239,0
864,15887.076849430508,0
865,24885.903237104223,0
866,2754.8197364645234,0
867,16446.671635010218,0
868,13378.447392082191,0
869,10338.61850262939,0
870,3498.6625210593756,0
871,21919.477852891505,0
872,4330.682519109589,0
873,19886.55553760304,0
874,17088.59429163716,0
875,21805.409644030282,0
876,4324.462155815299,0
877,34069.18401012836,0
878,16196.826867483216,0
879,21968.910718175255,0
880,3627.9645245506763,0
881,16539.806848682343,0
882,31160.232754546338,0
883,26163.09173450534,0
884,13881.637427129079,0
885,29298.941105043526,0
886,10921.80879074324,0
887,24457.44422133235,0
888,27523.83151766162,0
889,11505.612042477034,0
890,15952.57292966199,0
891,13528.487808604765,0
892,14696.505634085372,0
893,4501.737990931893,0
894,24326.93793511665,0
895,15850.303917191235,0
896,9668.905507648395,0
897,29662.487981482744,0
898,34490.104144581586,0
899,11464.397143580167,0
900,5756.578419432536,0
901,15809.521966892278,0
902,34313.62340271185,0
903,21521.6394909183,0
904,23041.10934035617,0
905,4329.937405143496,0
906,3953.0544491775236,0
907,27125.031669697477,0
908,34036.372535020324,0
909,27617.976375459722,0
910,8679.849852532974,0
911,29188.344578301607,0
912,5419.68879304256,0
913,32895.50599567288,0
914,19781.15086932444,0
915,20268.742155994005,0
916,23206.398117078978,0
917,28194.41607097903,0
918,28448.95438977219,0
919,27962.325637740472,0
920,19709.34133916143,0
921,23844.767471442778,0
922,18171.901903257447,0
923,22237.211061383972,0
924,5280.113039467886,0
925,21872.21461342557,0
926,28794.103639146037,0
927,16688.174556145135,0
928,17355.851506608622,0
929,9357.179263697766,0
930,28528.30005070501,0
931,6734.710650840679,0
932,31991.31371218832,0
933,15079.191424530218,0
934,30803.88982017648,0
935,34317.92463684388,0
936,10718.506782881117,0
937,1690.81168668238,0
938,4094.491635927478,0
939,2107.722100855191,0
940,17758.391496751603,0
941,20811.01004557728,0
942,28388.288509349735,0
943,21089.96015724957,0
944,29505.581472142083,0
945,1578.1338787406435,0
946,6002.136990569016,0
947,32156.2233768131,0
948,18114.99743765816,0
949,33588.00695496729,0
950,27665.56515754129,0
951,30983.846762136985,0
952,18335.624571022512,0
953,18107.500431655317,0
954,9397.818541004994,0
955,34155.268860973614,0
956,18855.779705012515,0
957,34262.15934363661,0
958,17880.86338064738,0
959,33598.89156694098,0
960,10199.532321404904,0
961,17545.15971977766,0
962,6176.148860499605,0
963,5031.977256895447,0
964,10706.565306752935,0
965,33816.82500963886,0
966,5203.548506956355,0
967,3417.9868426599255,0
968,34878.33701947955,0
969,25340.05896660183,0
970,16201.281889533988,0
971,17334.896803130418,0
972,10682.842782298396,0
973,7405.269059920943,0
974,34299.745015267545,0
975,13442.003982058755,0
976,28644.195225310345,0
977,23004.008052756548,0
978,27813.191059562134,0
979,29011.784104343624,0
980,3810.8662029920406,0
981,18292.9286989822,0
982,9255.617654404332,0
983,16907.692090851106,0
984,22178.817892348514,0
985,24807.390528501346,0
986,11223.633383002883,0
987,17943.672620689915,0
988,35925.5394916887,0
989,6122.180113904345,0
990,24980.244648212378,0
991,14577.47647892441,0
992,28467.014627293134,0
993,26770.214299920313,0
994,22398.493570936218,0
995,16121.163538811003,0
996,11931.32458689819,0
997,16636.717144292696,0
998,15560.618576112169,0
999,35395.15106873436,0
1000,30036.363082592234,0
1001,32453.89167355884,0
1002,7541.069965924519,0
1003,35036.98744388928,0
1004,25322.008955665282,0
1005,29229.866679318027,0
1006,26271.26025244094,0
1007,15323.722298551815,0
1008,10958.414448332967,0
1009,13779.67622166322,0
1010,20084.25601444615,0
1011,19665.404188070726,0
1012,29103.83352012268,0
1013,2055.957503666844,0
1014,26390.517059603153,0
1015,34768.49543912449,0
1016,26922.821220425936,0
1017,10220.745060204652,0
1018,32143.171379671894,0
1019,7229.887862144759,0
1020,12870.914550353655,0
1021,23187.54123636349,0
1022,34565.40433375737,0
1023,18113.683845880976,0
1024,32460.941259840805,0
1025,31571.08061853918,0
1026,18903.56844556648,0
1027,8115.598550882072,0
1028,33833.480991921766,0
1029,15861.69155393559,0
1030,17761.891570346856,0
1031,34149.934630395204,0
1032,1327.394823801236,0
1033,37232.20388587464,0
1034,16030.834972399949,0
1035,35846.13539927403,0
1036,22645.900356004,0
1037,29187.87613671763,0
1038,8055.61901180579,0
1039,1438.2417252798232,0
1040,1205.6022848084024,0
1041,22622.94932967772,0
1042,37267.11009093359,0
1043,15423.13710765721,0
1044,34729.300326419776,0
1045,32890.33736045296,0
1046,8028.584258529764,0
1047,34889.34881864367,0
1048,30839.44936061628,0
1049,7098.041225769041,0
1050,20534.517054314034,0
1051,3340.951800120072,0
1052,23258.35887097981,0
1053,10203.954701948891,0
1054,27104.174108087504,0
1055,2663.045361942631,0
1056,3995.4151875385865,0
1057,30082.29169459127,0
1058,33901.6755633216,0
1059,34257.79831375699,0
1060,27742.14073516876,0
1061,19451.993398453553,0
1062,3464.407392781358,0
1063,2119.3883827323984,0
1064,40963.83608799384,0
1065,35054.29715253639,0
1066,6583.670151669086,0
1067,34111.48386996307,0
1068,24169.353591685158,0
1069,23480.799494412997,0
1070,19796.461075231364,0
1071,31741.905385214486,0
1072,22423.29874769767,0
1073,24215.195871366785,0
1074,18576.91562150699,0
1075,4523.241860891608,0
1076,5820.142798125368,0
1077,6121.454002436179,0
1078,37203.47541909212,0
1079,23458.43281049613,0
1080,32949.0223480059,0
1081,8505.38203523008,0
1082,22746.06162733762,0
1083,23742.934080946085,0
1084,36445.63054143333,0
1085,33585.803696539006,0
1086,37304.92150043063,0
1087,5824.71142650751,0
1088,7906.458862311828,0
1089,18157.995897713827,0
1090,25443.475832703687,0
1091,19885.24304818595,0
1092,37975.31414461939,0
1093,37098.78615581856,0
1094,14586.40373120768,0
1095,19388.13989376283,0
1096,28901.316211917285,0
1097,39198.01010789882,0
1098,973.0240538099466,0
1099,33548.9891055712,0
1100,35637.072759571,0
1101,26352.484152477922,0
1102,28662.059522416585,0
1103,31820.810241697167,0
1104,35597.425661078756,0
1105,9869.225510322509,0
1106,31720.59069480361,0
1107,13645.719757766852,0
1108,37800.29927316205,0
1109,21495.000697949206,0
1110,9181.440210496286,0
1111,32907.39049879027,0
1112,13194.65545082388,0
1113,7334.140214508803,0
1114,32369.481603710814,0
1115,37917.49792473429,0
1116,38053.20229168225,0
1117,21617.283890021357,0
1118,24860.68192218924,0
1119,38842.04292076552,0
1120,21855.938156116692,0
1121,33273.254058296516,0
1122,21508.24602692934,0
1123,21522.74916507761,0
1124,27445.09524431408,0
1125,39648.11720184837,0
1126,4339.812334162486,0
1127,11308.764309443106,0
1128,30885.41952455189,0
1129,9341.278696930385,0
1130,41775.97343536044,0
1131,32423.44497956046,0
1132,35518.25216968016,0
1133,35544.231864469555,0
1134,17759.169283163363,0
1135,23577.29761376368,0
1136,28931.221884004925,0
1137,19012.02234699982,0
1138,24935.866023884046,0
1139,17077.053659143567,0
1140,36279.971747121795,0
1141,18623.34869118109,0
1142,35697.828435586845,0
1143,2982.216133984718,0
1144,31606.182605785154,0
1145,2422.284834129758,0
1146,34337.482616406975,0
1147,6799.989411347469,0
1148,8792.00032731707,0
